caption,altcaption,label,filename,loc
Summary of the number of samples by year and source used to estimate length-at-age parameters.,NA,len-at-age-samps,Age_data_table.csv,//nwcfile/FRAM/Assessments/CurrentAssessments/vermilion_2021/OR/models/tables
