"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34","Age35","Age36","Age37","Age38","Age39","Age40","Age41","Age42","Age43","Age44","Age45","Age46","Age47","Age48","Age49","Age50","Age51","Age52","Age53","Age54","Age55","Age56","Age57","Age58","Age59","Age60","Age61","Age62","Age63","Age64","Age65"
1922,8.16615,7.54038,6.96257,6.42903,5.93638,5.48148,5.06143,4.67357,4.31543,3.98473,3.67937,3.39741,3.13706,2.89666,2.67468,2.46971,2.28045,2.1057,1.94434,1.79534,1.65776,1.53072,1.41342,1.30511,1.2051,1.11275,1.02748,0.948746,0.876045,0.808915,0.746928,0.689463,0.63663,0.587845,0.542798,0.501202,0.462794,0.427329,0.394583,0.364346,0.336427,0.310646,0.286842,0.264862,0.244566,0.225825,0.20852,0.192541,0.177787,0.164164,0.151584,0.139968,0.129243,0.119339,0.110194,0.10175,0.093953,0.0867535,0.0801056,0.0739672,0.0682992,0.0630655,0.0582329,0.0537706,0.0496502,0.59828
1923,8.16616,7.54039,6.96257,6.42904,5.93638,5.48148,5.06143,4.67357,4.31543,3.98473,3.67937,3.39741,3.13706,2.89666,2.67468,2.46971,2.28045,2.1057,1.94433,1.79534,1.65776,1.53072,1.41342,1.30511,1.2051,1.11275,1.02748,0.948744,0.876042,0.808912,0.746926,0.68969,0.636628,0.587844,0.542797,0.501202,0.462794,0.427329,0.394582,0.364345,0.336426,0.310646,0.286841,0.264861,0.244565,0.225824,0.208519,0.192541,0.177787,0.164163,0.151583,0.139968,0.129242,0.119338,0.110194,0.10175,0.0939527,0.0867532,0.0801054,0.073967,0.068299,0.0630653,0.0582327,0.0537704,0.04965,0.598278
1924,8.16616,7.54039,6.96258,6.42904,5.93639,5.48148,5.06144,4.67358,4.31543,3.98473,3.67937,3.39741,3.13706,2.89666,2.67468,2.46971,2.28046,2.1057,1.94433,1.79534,1.65776,1.53072,1.41342,1.30511,1.20509,1.11275,1.02748,0.948742,0.87604,0.808909,0.746923,0.689688,0.636838,0.587842,0.542796,0.501202,0.462794,0.427329,0.394582,0.364344,0.336425,0.310645,0.28684,0.26486,0.244564,0.225823,0.208519,0.19254,0.177786,0.164162,0.151583,0.139967,0.129242,0.119338,0.110193,0.101749,0.0939524,0.0867529,0.0801051,0.0739667,0.0682988,0.0630651,0.0582325,0.0537702,0.0496498,0.598276
1925,8.16616,7.5404,6.96258,6.42904,5.93639,5.48149,5.06144,4.67358,4.31543,3.98473,3.67937,3.39741,3.13706,2.89666,2.67468,2.46972,2.28046,2.1057,1.94433,1.79534,1.65776,1.53072,1.41342,1.30511,1.20509,1.11275,1.02748,0.948739,0.876038,0.808907,0.746921,0.689685,0.636835,0.588035,0.542795,0.501201,0.462794,0.427329,0.394582,0.364344,0.336424,0.310644,0.286839,0.264859,0.244563,0.225822,0.208518,0.192539,0.177785,0.164162,0.151582,0.139967,0.129241,0.119338,0.110193,0.101749,0.093952,0.0867526,0.0801048,0.0739665,0.0682985,0.0630649,0.0582323,0.05377,0.0496497,0.598274
1926,8.16616,7.5404,6.96258,6.42905,5.93639,5.48149,5.06144,4.67358,4.31544,3.98473,3.67937,3.39741,3.13706,2.89666,2.67468,2.46972,2.28046,2.1057,1.94433,1.79534,1.65776,1.53072,1.41342,1.3051,1.20509,1.11274,1.02747,0.948738,0.876035,0.808905,0.746919,0.689683,0.636833,0.588033,0.542973,0.501199,0.462793,0.427329,0.394582,0.364344,0.336424,0.310643,0.286838,0.264858,0.244562,0.225822,0.208517,0.192539,0.177785,0.164161,0.151582,0.139966,0.129241,0.119337,0.110193,0.101749,0.0939517,0.0867523,0.0801045,0.0739662,0.0682983,0.0630647,0.0582321,0.0537698,0.0496495,0.598272
1927,8.16617,7.5404,6.96259,6.42905,5.93639,5.48149,5.06145,4.67358,4.31544,3.98474,3.67938,3.39742,3.13706,2.89666,2.67468,2.46972,2.28046,2.1057,1.94433,1.79534,1.65776,1.53072,1.41342,1.3051,1.20509,1.11274,1.02747,0.948736,0.876034,0.808903,0.746917,0.689681,0.636831,0.588031,0.542971,0.501364,0.462791,0.427328,0.394582,0.364344,0.336424,0.310643,0.286838,0.264857,0.244561,0.225821,0.208516,0.192538,0.177784,0.164161,0.151581,0.139966,0.12924,0.119337,0.110192,0.101748,0.0939513,0.086752,0.0801042,0.0739659,0.068298,0.0630644,0.0582319,0.0537696,0.0496493,0.598269
1928,8.16617,7.5404,6.96259,6.42905,5.9364,5.48149,5.06145,4.67359,4.31544,3.98474,3.67938,3.39742,3.13707,2.89667,2.67469,2.46972,2.28046,2.1057,1.94434,1.79534,1.65776,1.53072,1.41342,1.3051,1.20509,1.11274,1.02747,0.948735,0.876033,0.808902,0.746915,0.689679,0.636829,0.588029,0.542969,0.501362,0.462943,0.427327,0.394581,0.364344,0.336424,0.310643,0.286838,0.264857,0.244561,0.22582,0.208516,0.192538,0.177784,0.16416,0.151581,0.139965,0.12924,0.119336,0.110192,0.101748,0.0939511,0.0867517,0.080104,0.0739657,0.0682978,0.0630642,0.0582317,0.0537695,0.0496492,0.598268
1929,8.16617,7.54041,6.96259,6.42905,5.9364,5.4815,5.06145,4.67359,4.31544,3.98474,3.67938,3.39742,3.13706,2.89666,2.67468,2.46972,2.28046,2.1057,1.94433,1.79534,1.65775,1.53072,1.41342,1.3051,1.20509,1.11274,1.02747,0.948733,0.876031,0.8089,0.746913,0.689677,0.636827,0.588027,0.542967,0.50136,0.462941,0.427467,0.394579,0.364343,0.336423,0.310643,0.286838,0.264856,0.24456,0.225819,0.208515,0.192537,0.177783,0.164159,0.15158,0.139965,0.129239,0.119336,0.110191,0.101747,0.0939506,0.0867513,0.0801037,0.0739654,0.0682975,0.0630639,0.0582314,0.0537692,0.0496489,0.598265
1930,8.16541,7.54041,6.96259,6.42905,5.93639,5.48135,5.0607,4.67174,4.31256,3.98135,3.67592,3.3941,3.13397,2.89379,2.67203,2.46726,2.27819,2.10361,1.9424,1.79355,1.65611,1.52919,1.41201,1.3038,1.20389,1.11163,1.02645,0.947789,0.875159,0.808094,0.746169,0.68899,0.636192,0.587441,0.542425,0.50086,0.462479,0.42704,0.394316,0.36398,0.336088,0.310334,0.286552,0.264593,0.244317,0.225594,0.208307,0.192345,0.177605,0.163996,0.151429,0.139825,0.12911,0.119217,0.110081,0.101646,0.0938569,0.0866647,0.0800237,0.0738916,0.0682293,0.063001,0.0581733,0.0537156,0.0495994,0.597668
1931,8.16406,7.53971,6.96259,6.42906,5.93638,5.48122,5.05995,4.66956,4.30855,3.97598,3.67002,3.38826,3.12843,2.88864,2.66725,2.46285,2.27411,2.09984,1.93893,1.79034,1.65314,1.52646,1.40948,1.30147,1.20174,1.10964,1.02461,0.946093,0.873592,0.806647,0.744833,0.687755,0.635052,0.586388,0.541453,0.499962,0.46165,0.426274,0.393609,0.363447,0.335485,0.309777,0.286039,0.26412,0.24388,0.22519,0.207934,0.192,0.177287,0.163702,0.151157,0.139574,0.128879,0.119003,0.109884,0.101464,0.0936886,0.0865093,0.0798802,0.0737591,0.068107,0.062888,0.058069,0.0536192,0.0495104,0.596596
1932,8.16346,7.53846,6.96195,6.42906,5.9364,5.48135,5.06054,4.67061,4.30924,3.97546,3.66831,3.38592,3.12594,2.88622,2.66499,2.46074,2.27217,2.09804,1.93726,1.78881,1.65173,1.52515,1.40827,1.30035,1.20071,1.10869,1.02373,0.945281,0.872842,0.805955,0.744193,0.687165,0.634507,0.585884,0.540987,0.499532,0.461253,0.425907,0.39327,0.363134,0.335308,0.309511,0.285793,0.263893,0.24367,0.224997,0.207755,0.191835,0.177134,0.163561,0.151027,0.139454,0.128768,0.1189,0.109789,0.101376,0.0936079,0.0864348,0.0798114,0.0736955,0.0680483,0.0628339,0.058019,0.053573,0.0494678,0.596082
1933,8.16355,7.5379,6.9608,6.42846,5.93641,5.4815,5.06132,4.67275,4.3127,3.97902,3.67082,3.3872,3.12646,2.8864,2.66505,2.46077,2.27218,2.09805,1.93727,1.78881,1.65173,1.52515,1.40828,1.30036,1.20071,1.10869,1.02373,0.945282,0.872843,0.805956,0.744194,0.687165,0.634507,0.585884,0.540987,0.499531,0.461252,0.425906,0.393269,0.363134,0.335307,0.309613,0.285793,0.263893,0.243671,0.224998,0.207756,0.191835,0.177134,0.16356,0.151027,0.139454,0.128768,0.1189,0.109789,0.101376,0.0936077,0.0864347,0.0798113,0.0736954,0.0680482,0.0628338,0.0580189,0.0535729,0.0494677,0.596081
1934,8.16351,7.53798,6.96028,6.4274,5.93585,5.48148,5.06132,4.67315,4.31418,3.98163,3.67351,3.38895,3.1271,2.88638,2.66475,2.4604,2.27181,2.0977,1.93694,1.78851,1.65145,1.52489,1.40804,1.30013,1.2005,1.10851,1.02356,0.945121,0.872694,0.805818,0.744066,0.687047,0.634398,0.585783,0.540894,0.499445,0.461172,0.425833,0.393201,0.36307,0.335249,0.309559,0.285838,0.263847,0.243628,0.224959,0.20772,0.191802,0.177104,0.163532,0.151001,0.13943,0.128745,0.11888,0.10977,0.101358,0.0935914,0.0864196,0.0797973,0.0736826,0.0680364,0.0628228,0.0580088,0.0535636,0.0494591,0.595977
1935,8.16342,7.53795,6.96036,6.42692,5.93487,5.48095,5.06123,4.67298,4.31428,3.98267,3.67558,3.39111,3.12842,2.8867,2.66448,2.45989,2.27125,2.09715,1.93643,1.78803,1.65101,1.52449,1.40766,1.29979,1.20018,1.10821,1.02329,0.94487,0.872462,0.805604,0.743869,0.686865,0.634229,0.585627,0.54075,0.499312,0.461049,0.425719,0.393096,0.362973,0.335159,0.309476,0.285761,0.263863,0.243563,0.224899,0.207665,0.191751,0.177057,0.163489,0.15096,0.139392,0.128711,0.118848,0.10974,0.101331,0.0935662,0.0863963,0.0797759,0.0736627,0.068018,0.0628059,0.0579932,0.0535492,0.0494458,0.595817
1936,8.16355,7.53787,6.96033,6.42699,5.93444,5.48009,5.06095,4.67339,4.31488,3.98367,3.67747,3.39392,3.13125,2.88868,2.66549,2.4603,2.27139,2.0972,1.93645,1.78804,1.65101,1.52449,1.40766,1.29979,1.20019,1.10821,1.02329,0.94487,0.872463,0.805604,0.743869,0.686865,0.634229,0.585627,0.54075,0.499311,0.461048,0.425718,0.393095,0.362972,0.335158,0.309475,0.28576,0.263863,0.243643,0.224898,0.207665,0.191751,0.177057,0.163489,0.15096,0.139392,0.12871,0.118847,0.10974,0.101331,0.0935659,0.0863961,0.0797756,0.0736625,0.0680178,0.0628057,0.057993,0.053549,0.0494456,0.595815
1937,8.1629,7.53799,6.96025,6.42697,5.93449,5.47953,5.05938,4.67124,4.31233,3.98076,3.67486,3.39228,3.13067,2.88837,2.66461,2.45873,2.26945,2.0952,1.93452,1.78624,1.64934,1.52295,1.40624,1.29847,1.19897,1.10709,1.02225,0.943911,0.871577,0.804786,0.743114,0.686168,0.633585,0.585032,0.5402,0.498804,0.46058,0.425285,0.392695,0.362603,0.334817,0.30916,0.285469,0.263594,0.243395,0.224744,0.207453,0.191556,0.176877,0.163323,0.150807,0.13925,0.128579,0.118726,0.109628,0.101228,0.0934707,0.0863081,0.0796944,0.0735875,0.0679486,0.0627418,0.0579339,0.0534945,0.0493953,0.595209
1938,8.16049,7.53739,6.96036,6.42689,5.93444,5.47922,5.0571,4.66546,4.30363,3.97049,3.66411,3.38214,3.12195,2.88115,2.65814,2.45222,2.26275,2.08856,1.92819,1.78032,1.64386,1.51787,1.40155,1.29415,1.19497,1.1034,1.01884,0.940766,0.868673,0.802105,0.740638,0.683881,0.631474,0.583083,0.5384,0.497141,0.459045,0.423868,0.391386,0.361394,0.3337,0.308129,0.284517,0.262715,0.242583,0.223994,0.20683,0.190917,0.176287,0.162778,0.150305,0.138786,0.128151,0.11833,0.109263,0.10089,0.0931589,0.0860202,0.0794285,0.073342,0.0677219,0.0625325,0.0577407,0.0533161,0.0492305,0.593223
1939,8.15769,7.53516,6.95981,6.42699,5.93437,5.47909,5.05638,4.66228,4.29663,3.96052,3.65265,3.37033,3.11082,2.87146,2.64997,2.44485,2.25545,2.08118,1.92097,1.77347,1.63747,1.51195,1.39608,1.28909,1.1903,1.09909,1.01486,0.937088,0.865277,0.798969,0.737742,0.681207,0.629005,0.580803,0.536295,0.495197,0.45725,0.42221,0.389855,0.35998,0.332395,0.306923,0.283404,0.261687,0.241634,0.223118,0.20602,0.190233,0.175598,0.162142,0.149717,0.138244,0.12765,0.117868,0.108835,0.100495,0.0927943,0.0856836,0.0791177,0.073055,0.0674569,0.0622877,0.0575147,0.0531074,0.0490378,0.590901
1940,8.15432,7.53258,6.95775,6.42648,5.93445,5.4789,5.05562,4.66006,4.29131,3.95126,3.6406,3.35704,3.09739,2.85885,2.63885,2.4353,2.2468,2.07274,1.91259,1.76535,1.6298,1.50482,1.38947,1.28298,1.18466,1.09388,1.01005,0.932647,0.861176,0.795182,0.734245,0.677978,0.626023,0.57805,0.533753,0.49285,0.455082,0.420209,0.388007,0.358274,0.330819,0.305468,0.28206,0.260446,0.240488,0.222059,0.205043,0.189331,0.174823,0.161373,0.149007,0.137588,0.127045,0.117309,0.108319,0.100019,0.0923543,0.0852772,0.0787425,0.0727085,0.0671369,0.0619923,0.0572419,0.0528555,0.0488053,0.588099
1941,8.15035,7.52947,6.95536,6.42459,5.93397,5.47883,5.05474,4.65765,4.28661,3.94324,3.62892,3.34294,3.08236,2.84389,2.62485,2.42285,2.23596,2.06289,1.90307,1.75603,1.62085,1.49639,1.38164,1.27573,1.17796,1.08769,1.00434,0.927372,0.856305,0.790684,0.730092,0.674143,0.622482,0.57478,0.530733,0.490062,0.452508,0.417831,0.385812,0.356247,0.328947,0.30374,0.280464,0.258972,0.239127,0.220802,0.203882,0.188259,0.173833,0.160512,0.148163,0.13681,0.126326,0.116645,0.107707,0.0994529,0.0918316,0.0847945,0.0782968,0.072297,0.0667569,0.0616414,0.0569179,0.0525563,0.048529,0.58477
1942,8.14796,7.5258,6.95249,6.42238,5.93224,5.47867,5.0561,4.6603,4.28975,3.94522,3.62794,3.33831,3.07509,2.83534,2.61597,2.41448,2.22867,2.05676,1.89756,1.75055,1.61529,1.49095,1.37647,1.27091,1.17349,1.08356,1.00052,0.923845,0.853048,0.787676,0.727315,0.671579,0.620114,0.572593,0.528714,0.488198,0.450786,0.416242,0.384344,0.354891,0.327695,0.302584,0.279396,0.257986,0.238216,0.219962,0.203106,0.187542,0.173171,0.159901,0.147648,0.136289,0.125845,0.116202,0.107297,0.0990746,0.0914822,0.0844718,0.0779987,0.0720217,0.0665027,0.0614067,0.0567012,0.0523562,0.0483442,0.582543
1943,8.14508,7.52359,6.94911,6.41973,5.93019,5.47695,5.05534,4.66008,4.2899,3.94542,3.62703,3.33481,3.06841,2.82642,2.60604,2.40441,2.21921,2.04843,1.89042,1.74409,1.60898,1.48466,1.37037,1.26514,1.16812,1.07858,0.995923,0.9196,0.849128,0.784057,0.723973,0.668493,0.617265,0.569962,0.526285,0.485954,0.448715,0.414329,0.382578,0.35326,0.326189,0.301193,0.278112,0.2568,0.237121,0.218951,0.202172,0.18668,0.172375,0.159166,0.146969,0.135707,0.125266,0.115667,0.106804,0.0986193,0.0910619,0.0840836,0.0776401,0.0716905,0.0661969,0.0611243,0.0564404,0.0521154,0.0481219,0.579864
1944,8.14184,7.52093,6.94707,6.4166,5.92774,5.47497,5.05327,4.6582,4.28786,3.94341,3.62503,3.33189,3.06326,2.81849,2.59619,2.39376,2.20855,2.03844,1.88157,1.73642,1.60202,1.47791,1.36372,1.25874,1.16209,1.07297,0.990723,0.914795,0.84469,0.779958,0.720188,0.664998,0.614038,0.566982,0.523533,0.483414,0.446369,0.412162,0.380578,0.351413,0.324484,0.299618,0.276658,0.255457,0.235881,0.217805,0.201115,0.185704,0.171473,0.158333,0.1462,0.134997,0.124652,0.115062,0.106245,0.0981036,0.0905858,0.083644,0.0772341,0.0713156,0.0658506,0.0608045,0.0561451,0.0518428,0.0478701,0.57683
1945,8.13716,7.51794,6.94461,6.41472,5.92483,5.47239,5.0499,4.65251,4.28028,3.93466,3.61621,3.3234,3.05438,2.80804,2.58364,2.37986,2.19429,2.02451,1.86858,1.72478,1.59173,1.46852,1.35476,1.25008,1.15385,1.06525,0.983559,0.908168,0.838567,0.774303,0.714966,0.660176,0.609585,0.562871,0.519737,0.479908,0.443132,0.409173,0.377818,0.348865,0.32213,0.297445,0.274651,0.253604,0.23417,0.216226,0.199656,0.184356,0.170229,0.157185,0.14514,0.134018,0.123748,0.114265,0.105474,0.0973919,0.0899288,0.0830374,0.0766741,0.0707983,0.065373,0.0603634,0.0557378,0.0514666,0.0475228,0.572645
1946,8.13188,7.51362,6.94185,6.41245,5.92308,5.46956,5.04678,4.64759,4.27226,3.92442,3.60485,3.31214,3.04365,2.79718,2.57156,2.36605,2.17942,2.00949,1.854,1.7112,1.57951,1.45767,1.34484,1.24066,1.1448,1.05667,0.975533,0.900721,0.83168,0.767941,0.70909,0.65475,0.604574,0.558244,0.515465,0.475963,0.439489,0.40581,0.374712,0.345997,0.319482,0.295,0.272393,0.25152,0.232245,0.214448,0.198015,0.182841,0.168829,0.155892,0.143946,0.132916,0.12273,0.113326,0.104642,0.096591,0.0891893,0.0823547,0.0760438,0.0702164,0.0648355,0.0598671,0.0552795,0.0510434,0.047132,0.567936
1947,8.12624,7.50875,6.93786,6.4099,5.92098,5.46783,5.04362,4.64339,4.26568,3.91465,3.59302,3.2994,3.03116,2.78535,2.55977,2.35328,2.16521,1.99443,1.83892,1.69663,1.56595,1.44544,1.33394,1.23069,1.13535,1.04762,0.966976,0.892728,0.824266,0.761085,0.702756,0.648901,0.599173,0.553257,0.510859,0.471711,0.435562,0.402184,0.371364,0.342905,0.316628,0.292364,0.26996,0.249272,0.23017,0.212532,0.196245,0.181207,0.167321,0.154499,0.14266,0.131728,0.121633,0.112313,0.103706,0.0957594,0.0883922,0.0816187,0.0753643,0.069589,0.0642563,0.0593322,0.0547854,0.0505872,0.0467107,0.56286
1948,8.1256,7.50353,6.93336,6.40622,5.91869,5.46681,5.04659,4.65162,4.27903,3.92879,3.60452,3.30803,3.03759,2.7906,2.56429,2.35661,2.16651,1.99337,1.83614,1.69297,1.56197,1.44166,1.33072,1.22807,1.13301,1.04524,0.964475,0.890229,0.821874,0.758846,0.700679,0.64698,0.597398,0.551618,0.509346,0.470313,0.434272,0.400993,0.370264,0.341889,0.31569,0.291498,0.26916,0.248533,0.229488,0.211902,0.195663,0.18067,0.166825,0.154041,0.142237,0.131337,0.121273,0.11198,0.103399,0.0954754,0.0881592,0.0813767,0.0751408,0.0693828,0.0640659,0.0591564,0.0546231,0.0504372,0.0465722,0.56119
1949,8.12263,7.50294,6.92855,6.40206,5.91525,5.46422,5.04328,4.64857,4.27766,3.93058,3.60688,3.30847,3.03611,2.78784,2.56113,2.35342,2.16282,1.98835,1.82945,1.68515,1.55375,1.43353,1.32311,1.22129,1.12708,1.03984,0.959284,0.885164,0.817023,0.754289,0.696444,0.643061,0.593777,0.548273,0.506257,0.467461,0.431638,0.398561,0.368018,0.339816,0.313775,0.28973,0.267527,0.247026,0.228096,0.210617,0.194477,0.179574,0.165813,0.153106,0.141374,0.13054,0.120537,0.1113,0.102771,0.094896,0.0876242,0.0809097,0.0746849,0.0689618,0.0636773,0.0587976,0.0542918,0.0501313,0.0462897,0.557785
1950,8.11949,7.5002,6.928,6.39762,5.91141,5.46098,5.04055,4.64471,4.2736,3.92784,3.60702,3.30921,3.03519,2.78526,2.55747,2.34949,2.15895,1.98409,1.82404,1.67827,1.54589,1.42535,1.31507,1.21377,1.12037,1.03394,0.953912,0.880012,0.812017,0.749507,0.691957,0.638892,0.58992,0.544709,0.502966,0.464422,0.428832,0.395969,0.365625,0.337606,0.311735,0.287846,0.265788,0.24542,0.226613,0.209247,0.193212,0.178406,0.164734,0.15211,0.140454,0.129691,0.119753,0.110576,0.102103,0.0942786,0.0870541,0.0803832,0.0742236,0.0685131,0.063263,0.0584152,0.0539387,0.0498053,0.0459886,0.554155
1951,8.11984,7.4973,6.92547,6.39711,5.90735,5.45807,5.04072,4.64992,4.28199,3.93813,3.61874,3.3229,3.04846,2.79601,2.56576,2.35592,2.16433,1.9888,1.82773,1.68029,1.54601,1.42406,1.31302,1.21143,1.11812,1.03207,0.95246,0.878735,0.810659,0.748023,0.690439,0.637425,0.588542,0.543429,0.501781,0.463327,0.427821,0.395036,0.364763,0.336811,0.311,0.287167,0.265161,0.244841,0.226078,0.208754,0.192756,0.177985,0.164346,0.151752,0.140123,0.129385,0.11947,0.110315,0.101862,0.094056,0.0868486,0.0801934,0.0740483,0.0683741,0.0631137,0.0582773,0.0538115,0.0496879,0.0458802,0.552847
1952,8.12049,7.49763,6.92279,6.39478,5.90689,5.45436,5.03822,4.65052,4.2875,3.9467,3.62907,3.3345,3.06182,2.80892,2.57629,2.36414,2.17079,1.99426,1.83252,1.6841,1.54825,1.42452,1.31216,1.20984,1.11623,1.03025,0.95097,0.877614,0.809682,0.746956,0.689242,0.636183,0.587335,0.542293,0.500725,0.46235,0.426918,0.394202,0.363993,0.336099,0.310343,0.286561,0.264601,0.244324,0.225601,0.208313,0.192349,0.177609,0.163999,0.151431,0.139827,0.129112,0.119218,0.110082,0.101646,0.0938571,0.0866649,0.0800238,0.0738917,0.0682294,0.0630011,0.0581541,0.0536978,0.0495829,0.0457833,0.551678
1953,8.11952,7.49822,6.92309,6.3923,5.90471,5.45361,5.0332,4.64433,4.28203,3.94468,3.62975,3.33714,3.06611,2.81532,2.58277,2.36887,2.17379,1.99601,1.83369,1.68498,1.54851,1.4236,1.30982,1.20651,1.11243,1.02636,0.947305,0.874404,0.806954,0.744492,0.686816,0.633749,0.584962,0.540046,0.498631,0.46041,0.425125,0.392545,0.362463,0.334687,0.309039,0.285356,0.263489,0.243297,0.224653,0.207437,0.191541,0.176863,0.163309,0.150795,0.139239,0.128569,0.118716,0.109619,0.101219,0.0934624,0.0863004,0.0796872,0.0735808,0.0679424,0.062736,0.0579287,0.0534719,0.0493744,0.0455908,0.549358
1954,8.12084,7.49733,6.92364,6.39258,5.90245,5.45202,5.03462,4.64487,4.28433,3.94907,3.63748,3.34691,3.07705,2.82712,2.59588,2.38145,2.18423,2.00435,1.84043,1.69076,1.55364,1.42781,1.31263,1.20773,1.11247,1.02572,0.946359,0.873466,0.806248,0.744055,0.686461,0.633281,0.58435,0.539366,0.497952,0.459765,0.424523,0.391988,0.361948,0.334211,0.308599,0.28495,0.263114,0.242951,0.224333,0.207142,0.191268,0.176611,0.163077,0.15058,0.139041,0.128386,0.118547,0.109463,0.101075,0.0933292,0.0861774,0.0795736,0.0734759,0.0678455,0.0626465,0.057846,0.0534133,0.049304,0.0455258,0.548575
1955,8.12255,7.49855,6.92281,6.39309,5.90272,5.45001,5.03353,4.64708,4.28623,3.95284,3.64321,3.35564,3.08755,2.83859,2.60803,2.39471,2.1969,2.01496,1.84902,1.6978,1.55973,1.43324,1.31716,1.21091,1.11413,1.02625,0.946233,0.873019,0.805775,0.743766,0.686393,0.633263,0.584204,0.539065,0.497567,0.459362,0.424134,0.391624,0.36161,0.333898,0.30831,0.284684,0.262868,0.242723,0.224123,0.206948,0.191089,0.176445,0.162924,0.150439,0.13891,0.128265,0.118436,0.10936,0.10098,0.0932417,0.0860965,0.0794989,0.0734069,0.0677817,0.0625876,0.0577916,0.0533631,0.049274,0.0454831,0.548059
1956,8.12283,7.50013,6.92394,6.39233,5.90317,5.44999,5.03034,4.64281,4.28321,3.94863,3.64062,3.35512,3.0902,2.84328,2.61401,2.40169,2.20524,2.02308,1.85553,1.70273,1.56347,1.43633,1.31984,1.21294,1.1151,1.02598,0.945057,0.871367,0.803946,0.742022,0.684919,0.632086,0.583159,0.537982,0.496414,0.458199,0.423017,0.390577,0.360639,0.333,0.30748,0.283917,0.26216,0.24207,0.223519,0.20639,0.190574,0.17597,0.162485,0.150034,0.138536,0.12792,0.118117,0.109066,0.100708,0.0929904,0.0858644,0.0792846,0.073209,0.067599,0.0624189,0.0576357,0.0532192,0.049141,0.0453754,0.546582
1957,8.1242,7.50039,6.9254,6.39337,5.90248,5.45061,5.03136,4.64242,4.28324,3.95052,3.6415,3.35728,3.09396,2.84964,2.62194,2.41051,2.21472,2.03357,1.86559,1.71108,1.57017,1.44176,1.32451,1.21709,1.11852,1.02829,0.946112,0.871486,0.803533,0.741361,0.684257,0.6316,0.582879,0.537761,0.496101,0.457769,0.422529,0.390086,0.360171,0.332564,0.307076,0.283543,0.261815,0.241751,0.223225,0.206119,0.190323,0.175738,0.162271,0.149836,0.138354,0.127751,0.117962,0.108922,0.100575,0.0928678,0.0857512,0.07918,0.0731124,0.0675098,0.0623365,0.0575597,0.0531489,0.0490762,0.0453155,0.545874
1958,8.12434,7.50166,6.92564,6.39472,5.90342,5.44975,5.0308,4.64059,4.27857,3.94546,3.63806,3.35314,3.09133,2.84884,2.62386,2.4142,2.21952,2.03925,1.87245,1.71777,1.57551,1.44577,1.32753,1.21957,1.12066,1.0299,0.946819,0.87115,0.802437,0.739868,0.682621,0.630043,0.581557,0.536696,0.495154,0.456794,0.4215,0.389052,0.359179,0.331634,0.306214,0.282746,0.261078,0.241071,0.222597,0.205538,0.189788,0.175244,0.161814,0.149414,0.137964,0.127392,0.117629,0.108615,0.100292,0.0926063,0.0855097,0.078957,0.0729065,0.0673196,0.0621609,0.0573975,0.0529991,0.0489378,0.0451878,0.544349
1959,8.12647,7.50178,6.92681,6.39494,5.90469,5.45101,5.03193,4.64479,4.28419,3.94977,3.64217,3.35836,3.09535,2.85366,2.62981,2.42213,2.22859,2.04888,1.88246,1.72848,1.5857,1.45438,1.33461,1.22546,1.1258,1.0345,0.950714,0.874023,0.804172,0.740742,0.682983,0.630138,0.581602,0.536844,0.495433,0.457084,0.421674,0.389093,0.35914,0.331564,0.306137,0.282671,0.261007,0.241005,0.222536,0.205482,0.189736,0.175196,0.16177,0.149373,0.137927,0.127357,0.117597,0.108586,0.100264,0.092581,0.0854863,0.0789354,0.0728865,0.0673011,0.0621438,0.0573817,0.0529845,0.0489243,0.0451753,0.54421
1960,8.12805,7.50375,6.92693,6.39602,5.90489,5.45209,5.03263,4.64469,4.28631,3.95289,3.64404,3.36015,3.09828,2.85562,2.63265,2.42613,2.23454,2.05599,1.8902,1.73667,1.59462,1.4629,1.34174,1.23125,1.13055,1.03861,0.954379,0.877084,0.806332,0.741891,0.683373,0.630088,0.581336,0.536558,0.495267,0.457063,0.421684,0.389016,0.358959,0.331325,0.305885,0.282427,0.260779,0.240793,0.22234,0.205301,0.189568,0.175041,0.161627,0.149241,0.137805,0.127244,0.117493,0.10849,0.100176,0.0924992,0.0854108,0.0788656,0.072822,0.0672416,0.0620888,0.0573309,0.0529376,0.048881,0.0451353,0.543739
1961,12.1406,7.50521,6.92875,6.39612,5.90589,5.45224,5.03345,4.64489,4.28553,3.95403,3.64608,3.36107,3.09918,2.85764,2.63383,2.42817,2.2377,2.06098,1.8963,1.74338,1.60178,1.47076,1.34927,1.23753,1.13562,1.04274,0.957943,0.880252,0.80896,0.743704,0.684268,0.630295,0.581149,0.536183,0.494884,0.456799,0.421562,0.388932,0.358801,0.331078,0.305591,0.282127,0.260491,0.240524,0.22209,0.20507,0.189355,0.174844,0.161446,0.149074,0.13765,0.127101,0.117361,0.108368,0.100063,0.0923951,0.0853147,0.0787769,0.0727401,0.0671659,0.0620189,0.0572663,0.052878,0.0488259,0.0450844,0.543136
